Frame ID,QR id,QR 2D,Distance,Yaw
494,0,"[[54.0, 272.0], [73.0, 273.0], [74.0, 299.0], [56.0, 299.0]]",1.8969664095549408,-10.155662154195285
494,7,"[[481.0, 334.0], [481.0, 315.0], [499.0, 315.0], [499.0, 334.0]]",2.4202505248148554,-90.02299941704024
495,4,"[[619.0, 228.0], [645.0, 228.0], [643.0, 253.0], [618.0, 252.0]]",1.852569239513933,1.6556528501578318
495,0,"[[52.0, 264.0], [71.0, 265.0], [72.0, 290.0], [54.0, 290.0]]",1.975327753432176,-10.567615515444428
495,7,"[[482.0, 327.0], [482.0, 308.0], [500.0, 308.0], [500.0, 327.0]]",2.4212519493388185,-90.03259913033123
496,4,"[[602.0, 214.0], [628.0, 215.0], [627.0, 241.0], [600.0, 241.0]]",1.7622843239107346,0.8650277542717083
496,7,"[[458.0, 315.0], [458.0, 295.0], [477.0, 295.0], [477.0, 315.0]]",2.3020259844530324,-89.98059779055998
497,4,"[[605.0, 209.0], [632.0, 208.0], [631.0, 236.0], [604.0, 236.0]]",1.6992735505053767,2.2757764587622016
497,7,"[[460.0, 313.0], [461.0, 292.0], [479.0, 293.0], [479.0, 313.0]]",2.243987107071228,-88.60969459699841
498,4,"[[597.0, 231.0], [625.0, 231.0], [624.0, 260.0], [596.0, 261.0]]",1.581179424191735,-2.4057055270841783
498,7,"[[446.0, 343.0], [446.0, 321.0], [466.0, 322.0], [466.0, 343.0]]",2.1326668938052857,-89.99828178480881
499,4,"[[630.0, 210.0], [659.0, 208.0], [660.0, 237.0], [630.0, 239.0]]",1.6006447824317926,-1.4855845889180912
499,7,"[[476.0, 323.0], [477.0, 303.0], [497.0, 303.0], [497.0, 324.0]]",2.23751487249175,-88.3452265909558
500,4,"[[610.0, 216.0], [641.0, 216.0], [640.0, 246.0], [609.0, 246.0]]",1.527260823142398,1.6622971403471556
500,7,"[[451.0, 330.0], [451.0, 307.0], [472.0, 308.0], [472.0, 330.0]]",2.03923398871358,-89.97398112495095
501,4,"[[627.0, 226.0], [659.0, 227.0], [658.0, 258.0], [626.0, 258.0]]",1.4882197567878563,1.8528538127168896
501,7,"[[463.0, 344.0], [463.0, 321.0], [485.0, 323.0], [485.0, 345.0]]",1.9941132047210288,-89.82341240143423
502,4,"[[651.0, 239.0], [684.0, 239.0], [684.0, 270.0], [650.0, 271.0]]",1.4320636029493576,0.5676190869675797
502,7,"[[483.0, 360.0], [483.0, 337.0], [505.0, 338.0], [505.0, 361.0]]",1.980760894039871,-89.70963182476927
503,4,"[[665.0, 236.0], [699.0, 235.0], [698.0, 269.0], [663.0, 269.0]]",1.3800627295209134,1.5215947119461763
503,7,"[[489.0, 365.0], [489.0, 341.0], [511.0, 340.0], [512.0, 364.0]]",1.9116507896604866,-91.36487416053396
504,4,"[[651.0, 228.0], [686.0, 228.0], [685.0, 264.0], [648.0, 264.0]]",1.3009955239327464,2.8440395657734485
504,7,"[[466.0, 361.0], [466.0, 336.0], [490.0, 336.0], [489.0, 362.0]]",1.8004279761142608,-88.91125780862491
505,4,"[[643.0, 202.0], [681.0, 201.0], [681.0, 237.0], [642.0, 239.0]]",1.244724297892766,0.033781683582905744
505,7,"[[453.0, 344.0], [453.0, 319.0], [477.0, 318.0], [478.0, 344.0]]",1.8005005717596854,-91.06085777604781
506,4,"[[627.0, 234.0], [666.0, 232.0], [667.0, 272.0], [627.0, 273.0]]",1.1899523686904825,-0.23393718009832068
506,7,"[[430.0, 385.0], [430.0, 358.0], [456.0, 359.0], [456.0, 386.0]]",1.6907033604729433,-89.9046872963504
507,4,"[[663.0, 216.0], [706.0, 215.0], [705.0, 256.0], [662.0, 257.0]]",1.1235688489617748,0.8338242057855858
507,7,"[[454.0, 371.0], [455.0, 343.0], [481.0, 344.0], [481.0, 371.0]]",1.6692914341229332,-89.00332653983256
508,4,"[[653.0, 202.0], [697.0, 202.0], [696.0, 245.0], [651.0, 245.0]]",1.0845657508751543,1.9925788227087344
508,7,"[[435.0, 359.0], [436.0, 330.0], [463.0, 330.0], [462.0, 359.0]]",1.5787799080597729,-88.08381236987174
509,4,"[[659.0, 208.0], [705.0, 207.0], [703.0, 253.0], [657.0, 252.0]]",1.0451867292947703,2.602698492875086
509,7,"[[434.0, 367.0], [434.0, 338.0], [462.0, 338.0], [461.0, 368.0]]",1.5569847104837302,-89.06207090990898
